checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type
CHK0216,USR0102,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/13/2024 11:51:35 AM,34,177,Monday,11,0,Clear,18-24,Nightlife,Medium,92,79,Live Music,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK0217,USR0019,VEN008,City Mall,Mall,40.7261,-74.007,05/07/2024 02:26:52 PM,65,110,Tuesday,14,0,Sunny,45+,Food,Medium,67,77,Retail Promotion,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0218,USR0047,VEN008,City Mall,Mall,40.7261,-74.007,04/29/2024 04:22:08 PM,66,70,Monday,16,0,Cloudy,25-34,Social,Low,45,71,Weekend Party,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0219,USR0042,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/25/2024 10:55:03 AM,39,34,Thursday,10,0,Cloudy,35-44,Coffee,Medium,40,50,Lunch Rush,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0220,USR0142,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/29/2024 04:33:57 PM,80,110,Friday,16,0,Clear,18-24,Business,High,64,63,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0221,USR0149,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/17/2024 04:39:34 PM,37,46,Sunday,16,1,Clear,45+,Fitness,Medium,40,50,Morning Workout,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0222,USR0008,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/22/2024 01:46:57 PM,44,35,Friday,13,0,Sunny,18-24,Shopping,Medium,40,67,Morning Workout,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0223,USR0159,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/06/2024 11:49:36 PM,82,121,Wednesday,23,0,Clear,45+,Food,High,75,76,Happy Hour,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0224,USR0176,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/03/2024 11:34:18 PM,94,148,Friday,23,0,Sunny,35-44,Fitness,High,80,77,Live Music,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0225,USR0088,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/08/2024 01:44:03 PM,70,42,Monday,13,0,Clear,35-44,Fitness,High,44,72,Retail Promotion,Returning,Recommend Seaside Restaurant,HIGH,Monitor Closely,Zone A — Downtown,Crowd Event
CHK0226,USR0034,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/19/2024 11:45:20 AM,55,33,Tuesday,11,0,Cloudy,25-34,Social,Low,40,60,Morning Workout,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0227,USR0025,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/05/2024 07:20:15 PM,75,127,Sunday,19,1,Sunny,45+,Social,Low,72,80,Weekend Party,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0228,USR0084,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/07/2024 11:55:39 PM,99,123,Sunday,23,1,Sunny,35-44,Social,Low,83,86,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0229,USR0128,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/10/2024 09:10:31 AM,46,46,Wednesday,9,0,Rainy,45+,Social,Medium,40,50,Weekend Party,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Nightlife Event
CHK0230,USR0013,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/12/2024 11:32:29 PM,100,150,Tuesday,23,0,Rainy,45+,Shopping,Medium,80,71,Weekend Party,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event
CHK0231,USR0028,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/03/2024 04:53:41 PM,36,63,Friday,16,0,Cloudy,45+,Shopping,Medium,40,50,Business Meetup,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0232,USR0146,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/18/2024 06:46:23 PM,61,35,Monday,18,0,Cloudy,45+,Nightlife,Medium,40,52,Lunch Rush,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0233,USR0160,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/25/2024 11:18:04 AM,29,196,Monday,11,0,Sunny,18-24,Social,Medium,77,78,Networking Event,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0234,USR0094,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/16/2024 08:06:25 AM,58,65,Saturday,8,1,Sunny,45+,Food,Medium,48,77,Morning Workout,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0235,USR0122,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/26/2024 12:25:32 PM,44,45,Tuesday,12,0,Clear,18-24,Social,High,40,64,Lunch Rush,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0236,USR0101,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/28/2024 03:57:32 AM,25,156,Sunday,3,1,Clear,45+,Coffee,Low,63,50,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0237,USR0122,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/08/2024 03:32:53 PM,57,59,Monday,15,0,Sunny,18-24,Social,High,40,72,Weekend Party,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0238,USR0177,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/17/2024 09:07:26 PM,84,82,Wednesday,21,0,Sunny,18-24,Business,Medium,46,56,Live Music,New,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0239,USR0014,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/16/2024 10:41:50 PM,77,106,Thursday,22,0,Rainy,35-44,Coffee,High,52,50,Happy Hour,Returning,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Alcohol Service
CHK0240,USR0175,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/01/2024 09:40:46 AM,48,49,Wednesday,9,0,Sunny,18-24,Fitness,Low,40,62,Concert,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Major Event
CHK0241,USR0106,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/05/2024 06:44:07 PM,65,76,Tuesday,18,0,Clear,45+,Food,Medium,41,61,Dinner Special,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone D — Waterfront,Dining Service
CHK0242,USR0181,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/22/2024 05:39:58 PM,76,58,Monday,17,0,Sunny,45+,Coffee,Medium,48,73,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0243,USR0118,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/06/2024 08:20:42 AM,37,59,Monday,8,0,Sunny,45+,Nightlife,Medium,47,61,Business Meetup,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0244,USR0068,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/13/2024 11:43:49 AM,20,107,Saturday,11,1,Cloudy,25-34,Food,Medium,41,50,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0245,USR0077,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/01/2024 10:15:17 AM,58,89,Wednesday,10,0,Sunny,35-44,Nightlife,Medium,50,66,Concert,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0246,USR0185,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/27/2024 05:31:20 PM,42,53,Wednesday,17,0,Sunny,45+,Nightlife,Medium,41,55,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0247,USR0198,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/06/2024 06:43:34 AM,45,71,Saturday,6,1,Sunny,18-24,Fitness,High,53,66,Networking Event,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0248,USR0123,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/07/2024 06:45:05 AM,39,33,Sunday,6,1,Sunny,25-34,Music,Medium,40,50,Business Meetup,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0249,USR0190,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/26/2024 08:17:59 PM,75,87,Tuesday,20,0,Sunny,18-24,Nightlife,Low,54,76,Happy Hour,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0250,USR0106,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/31/2024 10:42:57 AM,58,62,Sunday,10,1,Sunny,45+,Food,Medium,51,84,Morning Workout,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0251,USR0105,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/30/2024 12:49:08 PM,65,74,Tuesday,12,0,Clear,35-44,Music,Medium,40,50,Live Music,New,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Live Entertainment
CHK0252,USR0023,VEN008,City Mall,Mall,40.7261,-74.007,05/01/2024 04:48:18 PM,73,62,Wednesday,16,0,Sunny,35-44,Food,High,42,72,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK0253,USR0046,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/30/2024 02:46:54 PM,53,48,Saturday,14,1,Rainy,18-24,Fitness,Medium,40,53,Concert,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0254,USR0010,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/20/2024 11:11:59 PM,100,121,Saturday,23,1,Cloudy,45+,Fitness,Medium,85,89,Live Music,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0255,USR0140,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/08/2024 11:06:59 PM,100,196,Monday,23,0,Rainy,45+,Shopping,High,90,70,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0256,USR0085,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/03/2024 05:08:54 PM,35,240,Friday,17,0,Sunny,45+,Fitness,Medium,81,70,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0257,USR0173,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/28/2024 01:45:11 PM,43,44,Sunday,13,1,Clear,18-24,Social,Medium,40,65,Lunch Rush,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0258,USR0103,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/23/2024 07:40:57 PM,78,87,Saturday,19,1,Sunny,45+,Music,Medium,60,77,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0259,USR0115,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/24/2024 11:30:20 PM,92,104,Sunday,23,1,Rainy,18-24,Business,Medium,63,90,Networking Event,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Large Gathering
CHK0260,USR0016,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/12/2024 08:46:36 AM,50,53,Friday,8,0,Clear,35-44,Shopping,Medium,40,61,Morning Workout,New,Recommend Riverwalk Park,ELEVATED,Routine Patrol,Zone E — North End,Regular Activity
CHK0261,USR0080,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/29/2024 06:25:43 PM,90,75,Monday,18,0,Sunny,45+,Music,Medium,51,63,Live Music,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0262,USR0040,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/21/2024 11:18:23 PM,83,107,Tuesday,23,0,Sunny,45+,Coffee,Medium,67,77,Happy Hour,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0263,USR0056,VEN008,City Mall,Mall,40.7261,-74.007,05/17/2024 02:44:35 PM,65,61,Friday,14,0,Rainy,25-34,Coffee,Medium,41,74,Retail Promotion,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0264,USR0020,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/27/2024 08:55:50 PM,75,83,Monday,20,0,Clear,25-34,Food,Low,48,71,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0265,USR0084,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/15/2024 07:35:57 AM,52,49,Friday,7,0,Sunny,35-44,Social,Low,40,50,Morning Workout,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0266,USR0015,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/26/2024 09:13:45 AM,34,212,Friday,9,0,Sunny,45+,Food,Low,88,80,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0267,USR0186,VEN008,City Mall,Mall,40.7261,-74.007,03/17/2024 03:29:36 PM,59,103,Sunday,15,1,Clear,18-24,Music,Medium,69,66,Weekend Party,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0268,USR0180,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/20/2024 09:00:47 PM,86,139,Saturday,21,1,Clear,45+,Music,High,77,68,Live Music,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0269,USR0105,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/09/2024 11:59:57 PM,88,96,Thursday,23,0,Clear,35-44,Music,Medium,70,80,Networking Event,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Large Gathering
CHK0270,USR0115,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/18/2024 02:46:41 PM,41,51,Monday,14,0,Rainy,18-24,Business,Medium,40,57,Morning Workout,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0271,USR0046,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/18/2024 09:42:55 AM,58,21,Thursday,9,0,Sunny,18-24,Fitness,Medium,40,54,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0272,USR0119,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/20/2024 11:46:14 AM,20,69,Saturday,11,1,Cloudy,25-34,Business,Low,40,50,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0273,USR0186,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/24/2024 01:52:14 PM,24,200,Wednesday,13,0,Clear,18-24,Music,Medium,69,58,Live Music,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK0274,USR0053,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/05/2024 10:26:39 PM,79,94,Tuesday,22,0,Cloudy,18-24,Shopping,High,49,72,Networking Event,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Large Gathering
CHK0275,USR0012,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/13/2024 09:28:38 PM,90,88,Wednesday,21,0,Cloudy,25-34,Fitness,Medium,60,80,Live Music,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0276,USR0075,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/26/2024 11:13:48 AM,70,47,Friday,11,0,Cloudy,18-24,Music,Medium,48,90,Lunch Rush,Returning,Recommend Seaside Restaurant,HIGH,Monitor Closely,Zone A — Downtown,High Foot Traffic
CHK0277,USR0037,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/13/2024 01:38:49 PM,78,88,Monday,13,0,Cloudy,45+,Food,Medium,53,70,Dinner Special,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0278,USR0045,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/29/2024 12:17:03 PM,37,150,Friday,12,0,Sunny,35-44,Coffee,Medium,74,76,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0279,USR0107,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/11/2024 01:22:41 PM,66,36,Saturday,13,1,Cloudy,18-24,Shopping,Medium,58,80,Retail Promotion,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0280,USR0182,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/20/2024 12:11:48 PM,70,46,Wednesday,12,0,Sunny,45+,Nightlife,Medium,52,83,Retail Promotion,New,Recommend Seaside Restaurant,HIGH,Monitor Closely,Zone A — Downtown,Crowd Event
CHK0281,USR0063,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/29/2024 05:35:26 PM,36,32,Monday,17,0,Rainy,35-44,Business,Medium,40,50,Business Meetup,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0282,USR0049,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/27/2024 08:05:59 AM,38,81,Wednesday,8,0,Sunny,18-24,Food,High,49,59,Networking Event,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0283,USR0151,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/04/2024 09:38:38 PM,87,141,Thursday,21,0,Clear,18-24,Nightlife,Medium,71,53,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0284,USR0049,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/28/2024 12:55:58 PM,35,184,Thursday,12,0,Sunny,18-24,Food,High,82,68,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0285,USR0083,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/01/2024 11:44:38 PM,77,103,Wednesday,23,0,Cloudy,45+,Music,Medium,60,71,Happy Hour,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0286,USR0120,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/18/2024 11:41:22 AM,27,73,Thursday,11,0,Sunny,18-24,Nightlife,Low,40,50,Networking Event,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0287,USR0057,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/30/2024 10:20:58 PM,89,102,Tuesday,22,0,Clear,35-44,Nightlife,Low,58,75,Happy Hour,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0288,USR0085,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/03/2024 08:59:37 AM,47,49,Sunday,8,1,Sunny,45+,Fitness,Medium,42,78,Morning Workout,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0289,USR0196,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/18/2024 06:15:31 PM,71,72,Thursday,18,0,Sunny,18-24,Nightlife,Medium,55,67,Dinner Special,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0290,USR0140,VEN008,City Mall,Mall,40.7261,-74.007,05/22/2024 05:29:10 PM,68,101,Wednesday,17,0,Cloudy,45+,Shopping,High,58,68,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK0291,USR0020,VEN008,City Mall,Mall,40.7261,-74.007,03/24/2024 07:34:41 PM,69,81,Sunday,19,1,Rainy,25-34,Food,Low,40,52,Weekend Party,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0292,USR0130,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/01/2024 10:53:40 PM,85,114,Friday,22,0,Clear,18-24,Nightlife,Medium,56,53,Weekend Party,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event
CHK0293,USR0005,VEN008,City Mall,Mall,40.7261,-74.007,04/17/2024 10:40:42 AM,61,74,Wednesday,10,0,Rainy,35-44,Social,Medium,40,55,Retail Promotion,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0294,USR0005,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/08/2024 11:00:01 PM,93,195,Wednesday,23,0,Sunny,35-44,Social,Medium,90,78,Happy Hour,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service
CHK0295,USR0062,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/29/2024 03:51:58 PM,38,166,Wednesday,15,0,Clear,35-44,Business,Medium,86,75,Networking Event,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0296,USR0104,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/19/2024 06:52:22 PM,65,79,Sunday,18,1,Clear,35-44,Food,Medium,42,57,Dinner Special,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone D — Waterfront,Dining Service
CHK0297,USR0167,VEN008,City Mall,Mall,40.7261,-74.007,05/12/2024 12:44:14 PM,72,95,Sunday,12,1,Clear,25-34,Food,Medium,65,76,Weekend Party,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,Nightlife Event
CHK0298,USR0022,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/12/2024 10:24:35 PM,82,86,Tuesday,22,0,Sunny,35-44,Business,Medium,40,50,Live Music,New,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0299,USR0011,VEN008,City Mall,Mall,40.7261,-74.007,04/25/2024 04:21:36 PM,75,93,Thursday,16,0,Rainy,45+,Nightlife,Medium,65,81,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK0300,USR0176,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/28/2024 09:44:56 PM,72,100,Thursday,21,0,Sunny,35-44,Fitness,High,41,62,Dinner Special,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0301,USR0151,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/09/2024 03:02:11 PM,30,82,Thursday,15,0,Rainy,18-24,Nightlife,Medium,40,50,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0302,USR0174,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/20/2024 06:19:10 PM,30,20,Saturday,18,1,Sunny,25-34,Business,High,40,50,Business Meetup,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0303,USR0191,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/12/2024 11:47:08 AM,38,171,Friday,11,0,Cloudy,25-34,Food,Low,86,73,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0304,USR0153,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/07/2024 12:14:53 PM,65,73,Thursday,12,0,Clear,25-34,Food,High,40,50,Live Music,New,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Live Entertainment
CHK0305,USR0097,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/11/2024 03:17:50 AM,54,20,Thursday,3,0,Rainy,18-24,Social,Low,40,50,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0306,USR0183,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/24/2024 04:42:24 PM,61,22,Sunday,16,1,Clear,18-24,Fitness,Medium,40,62,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0307,USR0093,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/11/2024 05:24:45 PM,78,104,Monday,17,0,Cloudy,25-34,Nightlife,Medium,49,60,Happy Hour,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0308,USR0048,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/12/2024 12:19:28 AM,81,89,Tuesday,0,0,Sunny,25-34,Food,Medium,42,50,Networking Event,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Large Gathering
CHK0309,USR0153,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/27/2024 02:32:26 PM,63,36,Saturday,14,1,Clear,25-34,Food,High,40,58,Dinner Special,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0310,USR0144,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/11/2024 06:00:18 PM,50,44,Thursday,18,0,Sunny,45+,Social,Medium,46,64,Concert,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0311,USR0038,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/13/2024 05:43:24 PM,74,84,Monday,17,0,Clear,35-44,Food,Medium,52,65,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
