checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type,city,county,state,event_name,event_category,event_size,event_start_time,event_end_time,event_risk_level
CHK03154,USR0165,VEN063,Silver Lounge,Bar/Lounge,40.717434,-74.01149,04/05/2024 06:30:27 PM,86,99,Friday,18,0,Rainy,35-44,Coffee,Low,72,50,Happy Hour,New,Recommend Harbor Tavern,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Happy Hour Special,Nightlife,Large,6:00 PM,8:00 PM,CRITICAL
CHK03155,USR0246,VEN275,Meadow Reserve,Park,40.71112,-73.993058,06/01/2024 01:27:45 PM,58,68,Saturday,13,1,Cloudy,35-44,Food,Low,43,50,Morning Workout,Returning,Recommend Cedar Gardens,ELEVATED,Routine Patrol,Zone C — Midtown,Regular Activity,Jersey City,Hudson County,New Jersey,Weekend Festival,Outdoor,Medium,1:00 PM,3:00 PM,ELEVATED
CHK03156,USR0795,VEN220,Pulse CrossFit,Gym,40.715096,-74.005296,03/11/2024 08:17:38 AM,52,56,Monday,8,0,Rainy,25-34,Social,Low,40,50,Networking Event,New,Recommend Elite CrossFit,ELEVATED,Routine Patrol,Zone J — Industrial,Large Gathering,Harrison,Essex County,New Jersey,Morning Workout,Fitness,Medium,8:00 AM,10:00 AM,ELEVATED
CHK03157,USR0707,VEN019,Prism Lounge,Nightclub,40.71947,-74.005199,01/29/2024 10:03:07 PM,90,115,Monday,22,0,Sunny,25-34,Music,Low,66,56,Late Night,Returning,Recommend Rush Night,CRITICAL,Immediate Response,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Late Night Session,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK03158,USR0349,VEN252,Link Coworking,Coworking,40.725089,-73.996365,05/11/2024 09:28:38 AM,18,126,Saturday,9,1,Sunny,45+,Music,Low,53,50,Networking Event,Returning,Recommend Studio Workspace,NORMAL,No Action Required,Zone E — North End,Large Gathering,Union City,Hudson County,New Jersey,Tech Talk,Business,Small,9:00 AM,11:00 AM,NORMAL
CHK03159,USR0102,VEN229,Elite Gym,Gym,40.697445,-73.990375,03/09/2024 12:01:01 AM,22,73,Saturday,0,1,Cloudy,35-44,Shopping,Medium,40,50,Networking Event,Returning,Recommend Iron CrossFit,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Evening Fitness,Fitness,Small,12:00 AM,2:00 AM,NORMAL
CHK03160,USR0421,VEN202,Metro Shopping Center,Mall,40.703367,-74.009798,02/29/2024 09:30:56 PM,47,104,Thursday,21,0,Clear,18-24,Nightlife,Low,50,50,Weekend Party,Returning,Recommend Grand Shopping Center,NORMAL,No Action Required,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Weekend Sale,Retail,Small,9:00 PM,11:00 PM,NORMAL
CHK03161,USR0596,VEN086,Harbor Dining,Restaurant,40.723572,-74.00631,02/27/2024 02:25:02 PM,50,87,Tuesday,14,0,Cloudy,18-24,Social,Low,50,50,Dinner Special,Returning,Recommend Harvest Dining,ELEVATED,Routine Patrol,Zone E — North End,Dining Service,Union City,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,2:00 PM,4:00 PM,ELEVATED
CHK03162,USR0361,VEN166,Arena Theater,Entertainment,40.720573,-74.018498,01/17/2024 04:14:18 PM,73,127,Wednesday,16,0,Sunny,35-44,Food,Low,64,50,Open Mic,Returning,Recommend Empire Stage,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Comedy Show,Entertainment,Medium,4:00 PM,6:00 PM,HIGH
CHK03163,USR0024,VEN059,Stone Tavern,Bar/Lounge,40.688482,-74.02331,06/17/2024 08:46:30 PM,85,98,Monday,20,0,Clear,45+,Music,Low,64,50,Happy Hour Special,Returning,Recommend Iron Pub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Live Music Night,Nightlife,Large,8:00 PM,10:00 PM,CRITICAL
CHK03164,USR0209,VEN092,Table Restaurant,Restaurant,40.684926,-73.996632,01/29/2024 07:39:50 PM,83,61,Monday,19,0,Sunny,18-24,Coffee,Low,61,50,Business Meetup,Returning,Recommend Grill Brasserie,HIGH,Monitor Closely,Zone H — South Side,Private Gathering,Bayonne,Hudson County,New Jersey,Dinner Rush,Dining,Medium,7:00 PM,9:00 PM,HIGH
CHK03165,USR0017,VEN214,Drive Fitness,Gym,40.709481,-74.015033,05/28/2024 06:44:10 AM,49,41,Tuesday,6,0,Clear,18-24,Food,Medium,40,50,Morning Workout,New,Recommend Drive CrossFit,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity,Weehawken,Hudson County,New Jersey,Evening Fitness,Fitness,Small,6:00 AM,8:00 AM,NORMAL
CHK03166,USR0948,VEN162,Dome Theater,Entertainment,40.700213,-74.008804,03/13/2024 05:38:11 PM,80,99,Wednesday,17,0,Clear,25-34,Food,Low,68,50,Open Mic,Returning,Recommend Globe Venue,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Live Concert,Entertainment,Medium,5:00 PM,7:00 PM,HIGH
CHK03167,USR0714,VEN016,Neon Club,Nightclub,40.7123,-74.015893,04/24/2024 08:43:16 PM,85,142,Wednesday,20,0,Cloudy,25-34,Coffee,Low,81,50,Weekend Party,New,Recommend Apex Night,CRITICAL,Immediate Response,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,VIP Night,Nightlife,Large,8:00 PM,10:00 PM,CRITICAL
CHK03168,USR0368,VEN123,Daily Espresso,Cafe,40.713761,-74.018874,02/18/2024 02:11:34 PM,44,51,Sunday,14,1,Sunny,18-24,Coffee,Low,40,50,Business Meetup,New,Recommend Steam Espresso,NORMAL,No Action Required,Zone A — Downtown,Private Gathering,Jersey City,Hudson County,New Jersey,Morning Rush,Dining,Small,2:00 PM,4:00 PM,NORMAL
CHK03169,USR0866,VEN289,Terrace Bar,Hotel Bar,40.689147,-73.98664,03/02/2024 03:00:53 PM,62,91,Saturday,15,1,Cloudy,25-34,Shopping,Low,60,50,Live Music,New,Recommend Suite Cocktail Bar,ELEVATED,Routine Patrol,Zone J — Industrial,Live Entertainment,Harrison,Essex County,New Jersey,Business Mixer,Nightlife,Medium,3:00 PM,5:00 PM,ELEVATED
CHK03170,USR0151,VEN166,Arena Theater,Entertainment,40.720573,-74.018498,06/02/2024 12:21:10 PM,64,114,Sunday,12,1,Rainy,35-44,Coffee,Low,56,50,Live Music,New,Recommend Globe Venue,ELEVATED,Routine Patrol,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Comedy Show,Entertainment,Medium,12:00 PM,2:00 PM,ELEVATED
CHK03171,USR0410,VEN213,Core Athletics,Gym,40.686571,-73.992273,02/02/2024 06:20:30 PM,42,38,Friday,18,0,Clear,25-34,Fitness,Low,40,50,Morning Workout,New,Recommend Elite Fitness,NORMAL,No Action Required,Zone H — South Side,Regular Activity,Bayonne,Hudson County,New Jersey,Weekend Class,Fitness,Small,6:00 PM,8:00 PM,NORMAL
CHK03172,USR0058,VEN176,Central Food Hall,Food Court,40.710478,-74.019001,04/02/2024 10:12:09 PM,64,39,Tuesday,22,0,Rainy,25-34,Music,Low,40,50,Lunch Rush,New,Recommend Hub Market,ELEVATED,Routine Patrol,Zone B — Harbor District,High Foot Traffic,Hoboken,Hudson County,New Jersey,Weekend Market,Dining,Medium,10:00 PM,12:00 AM,ELEVATED
CHK03173,USR0503,VEN260,Studio Labs,Coworking,40.706849,-74.000576,01/07/2024 11:41:07 AM,21,222,Sunday,11,1,Rainy,18-24,Social,Low,65,50,Business Meetup,Returning,Recommend Link Workspace,NORMAL,No Action Required,Zone H — South Side,Private Gathering,Bayonne,Hudson County,New Jersey,Tech Talk,Business,Small,11:00 AM,1:00 PM,NORMAL
CHK03174,USR0893,VEN003,Volt Lounge,Nightclub,40.722644,-73.988623,01/25/2024 08:27:30 PM,82,131,Thursday,20,0,Cloudy,18-24,Nightlife,Low,69,50,Late Night,New,Recommend Neon Club,HIGH,Monitor Closely,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,VIP Night,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK03175,USR0416,VEN061,Blue Tavern,Bar/Lounge,40.711698,-73.991734,06/20/2024 06:08:14 PM,82,153,Thursday,18,0,Clear,18-24,Fitness,Low,86,50,Happy Hour,New,Recommend Jade Tavern,HIGH,Monitor Closely,Zone C — Midtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Happy Hour Special,Nightlife,Medium,6:00 PM,8:00 PM,HIGH
CHK03176,USR0560,VEN050,Crown Bar,Bar/Lounge,40.730269,-73.98645,04/14/2024 08:27:09 PM,94,94,Sunday,20,1,Cloudy,45+,Food,Low,61,53,Live Music,Returning,Recommend Gold Bar,CRITICAL,Immediate Response,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Happy Hour Special,Nightlife,Large,8:00 PM,10:00 PM,CRITICAL
CHK03177,USR0914,VEN093,Table Brasserie,Restaurant,40.709507,-74.026121,02/08/2024 12:59:20 PM,81,68,Thursday,12,0,Cloudy,35-44,Business,Low,55,50,Lunch Rush,New,Recommend Bistro Dining,HIGH,Monitor Closely,Zone B — Harbor District,High Foot Traffic,Hoboken,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,12:00 PM,2:00 PM,HIGH
CHK03178,USR0027,VEN122,Daily Roasters,Cafe,40.695392,-73.990021,02/07/2024 07:02:36 AM,55,20,Wednesday,7,0,Sunny,35-44,Nightlife,Low,40,50,Business Meetup,New,Recommend Steam Espresso,ELEVATED,Routine Patrol,Zone H — South Side,Private Gathering,Bayonne,Hudson County,New Jersey,Study Session,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK03179,USR0910,VEN024,Vibe Club,Nightclub,40.69367,-74.015986,01/01/2024 07:56:45 PM,74,151,Monday,19,0,Sunny,25-34,Social,Low,79,50,Weekend Party,New,Recommend Neon Club,HIGH,Monitor Closely,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,VIP Night,Nightlife,Medium,7:00 PM,9:00 PM,HIGH
CHK03180,USR0987,VEN244,Grid Coworking,Coworking,40.708477,-73.999774,01/05/2024 11:13:53 AM,34,171,Friday,11,0,Clear,35-44,Coffee,Low,76,50,Networking Event,Returning,Recommend Desk Coworking,NORMAL,No Action Required,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Tech Talk,Business,Small,11:00 AM,1:00 PM,NORMAL
CHK03181,USR0013,VEN270,Summit Gardens,Park,40.691049,-74.014748,03/18/2024 12:51:40 PM,46,50,Monday,12,0,Rainy,18-24,Shopping,Low,40,50,Weekend Party,Returning,Recommend Grove Reserve,NORMAL,No Action Required,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Weekend Festival,Outdoor,Small,12:00 PM,2:00 PM,NORMAL
CHK03182,USR0501,VEN240,Build Labs,Coworking,40.72188,-73.989792,03/01/2024 05:41:55 PM,39,175,Friday,17,0,Cloudy,35-44,Music,Low,74,50,Networking Event,New,Recommend Lab Workspace,NORMAL,No Action Required,Zone G — East Side,Large Gathering,Kearny,Hudson County,New Jersey,Tech Talk,Business,Small,5:00 PM,7:00 PM,NORMAL
CHK03183,USR0894,VEN275,Meadow Reserve,Park,40.71112,-73.993058,06/04/2024 06:53:49 PM,34,43,Tuesday,18,0,Sunny,18-24,Music,Low,40,50,Weekend Party,New,Recommend Cedar Gardens,NORMAL,No Action Required,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Sports Event,Outdoor,Small,6:00 PM,8:00 PM,NORMAL
CHK03184,USR0923,VEN061,Blue Tavern,Bar/Lounge,40.711698,-73.991734,04/09/2024 06:28:11 PM,81,101,Tuesday,18,0,Rainy,35-44,Shopping,Low,61,50,Networking Event,Returning,Recommend Jade Pub,HIGH,Monitor Closely,Zone C — Midtown,Large Gathering,Jersey City,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Medium,6:00 PM,8:00 PM,HIGH
CHK03185,USR0796,VEN021,Apex Nightclub,Nightclub,40.700366,-74.024642,01/06/2024 11:09:37 PM,100,109,Saturday,23,1,Sunny,18-24,Coffee,Low,73,50,Concert,New,Recommend Pulse Lounge,CRITICAL,Immediate Response,Zone B — Harbor District,Major Event,Hoboken,Hudson County,New Jersey,Weekend Takeover,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK03186,USR0644,VEN093,Table Brasserie,Restaurant,40.709507,-74.026121,05/06/2024 08:12:14 PM,85,79,Monday,20,0,Cloudy,45+,Business,Low,50,50,Business Meetup,New,Recommend Fork Dining,CRITICAL,Immediate Response,Zone B — Harbor District,Private Gathering,Hoboken,Hudson County,New Jersey,Special Dining Event,Dining,Large,8:00 PM,10:00 PM,CRITICAL
CHK03187,USR0793,VEN156,Liberty Stage,Entertainment,40.7362,-74.00717,05/20/2024 06:30:55 PM,86,99,Monday,18,0,Clear,45+,Social,Low,68,56,Open Mic,Returning,Recommend Globe Venue,CRITICAL,Immediate Response,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Live Concert,Entertainment,Large,6:00 PM,8:00 PM,CRITICAL
CHK03188,USR0092,VEN126,Steam Espresso,Cafe,40.73194,-74.006316,06/17/2024 09:25:35 AM,63,36,Monday,9,0,Clear,25-34,Music,Low,45,50,Networking Event,New,Recommend Fresh Espresso,ELEVATED,Routine Patrol,Zone I — University,Large Gathering,North Bergen,Bergen County,New Jersey,Study Session,Dining,Medium,9:00 AM,11:00 AM,ELEVATED
CHK03189,USR0327,VEN046,Blue Lounge,Bar/Lounge,40.704351,-74.017677,04/04/2024 03:31:49 AM,60,106,Thursday,3,0,Sunny,25-34,Coffee,Low,59,50,Happy Hour,Returning,Recommend Copper Lounge,ELEVATED,Routine Patrol,Zone D — Waterfront,Alcohol Service,Weehawken,Hudson County,New Jersey,Happy Hour Special,Nightlife,Medium,3:00 AM,5:00 AM,ELEVATED
CHK03190,USR0486,VEN108,Garden Restaurant,Restaurant,40.732364,-73.991479,06/12/2024 05:05:25 AM,54,55,Wednesday,5,0,Sunny,18-24,Business,Low,40,50,Lunch Rush,Returning,Recommend Grill Dining,ELEVATED,Routine Patrol,Zone E — North End,High Foot Traffic,Union City,Hudson County,New Jersey,Holiday Dinner,Dining,Medium,5:00 AM,7:00 AM,ELEVATED
CHK03191,USR0307,VEN261,Green Commons,Park,40.705902,-73.996547,04/23/2024 06:24:38 PM,50,15,Tuesday,18,0,Sunny,25-34,Music,Low,40,50,Sports Event,New,Recommend Elm Commons,ELEVATED,Routine Patrol,Zone A — Downtown,Sports Gathering,Jersey City,Hudson County,New Jersey,Community Gathering,Outdoor,Medium,6:00 PM,8:00 PM,ELEVATED
CHK03192,USR0026,VEN015,Eclipse Club,Nightclub,40.69994,-73.994693,06/11/2024 08:47:07 PM,81,105,Tuesday,20,0,Sunny,45+,Fitness,Low,63,50,Late Night,New,Recommend Zenith Club,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Weekend Takeover,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK03193,USR0906,VEN009,Flux Night,Nightclub,40.702228,-74.019435,01/04/2024 07:55:40 AM,70,140,Thursday,7,0,Clear,18-24,Shopping,Low,63,50,Weekend Party,New,Recommend Volt Night,HIGH,Monitor Closely,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Weekend Takeover,Nightlife,Medium,7:00 AM,9:00 AM,HIGH
CHK03194,USR0436,VEN037,Harbor Pub,Bar/Lounge,40.725713,-74.016003,03/12/2024 03:31:47 PM,78,108,Tuesday,15,0,Sunny,25-34,Nightlife,Low,73,50,Live Music,Returning,Recommend Jade Pub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,3:00 PM,5:00 PM,HIGH
CHK03195,USR0084,VEN210,Edge CrossFit,Gym,40.708506,-74.019958,05/18/2024 05:03:41 AM,36,53,Saturday,5,1,Cloudy,25-34,Nightlife,Low,40,50,Networking Event,New,Recommend Edge Fitness,NORMAL,No Action Required,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Evening Fitness,Fitness,Small,5:00 AM,7:00 AM,NORMAL
CHK03196,USR0628,VEN195,Central Galleria,Mall,40.700192,-73.991936,05/01/2024 08:18:25 PM,51,116,Wednesday,20,0,Rainy,35-44,Business,Low,58,50,Weekend Party,New,Recommend Plaza Galleria,ELEVATED,Routine Patrol,Zone A — Downtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Holiday Shopping,Retail,Medium,8:00 PM,10:00 PM,ELEVATED
CHK03197,USR0728,VEN055,River Bar,Bar/Lounge,40.71548,-74.023197,01/26/2024 06:57:07 PM,73,75,Friday,18,0,Rainy,45+,Coffee,Medium,54,50,Happy Hour Special,Returning,Recommend Blue Pub,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service,Weehawken,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Medium,6:00 PM,8:00 PM,HIGH
CHK03198,USR0627,VEN275,Meadow Reserve,Park,40.71112,-73.993058,06/25/2024 02:49:21 PM,42,45,Tuesday,14,0,Sunny,35-44,Food,Low,40,50,Sports Event,Returning,Recommend Grove Park,NORMAL,No Action Required,Zone C — Midtown,Sports Gathering,Jersey City,Hudson County,New Jersey,Outdoor Concert,Outdoor,Small,2:00 PM,4:00 PM,NORMAL
CHK03199,USR0958,VEN260,Studio Labs,Coworking,40.706849,-74.000576,03/06/2024 10:57:44 AM,39,176,Wednesday,10,0,Sunny,25-34,Music,Low,66,50,Networking Event,Returning,Recommend Craft Workspace,NORMAL,No Action Required,Zone H — South Side,Large Gathering,Bayonne,Hudson County,New Jersey,Networking Event,Business,Small,10:00 AM,12:00 PM,NORMAL
CHK03200,USR0099,VEN108,Garden Restaurant,Restaurant,40.732364,-73.991479,02/29/2024 05:08:29 AM,57,64,Thursday,5,0,Cloudy,18-24,Coffee,Low,44,50,Happy Hour,New,Recommend Harvest Restaurant,ELEVATED,Routine Patrol,Zone E — North End,Alcohol Service,Union City,Hudson County,New Jersey,Dinner Rush,Dining,Medium,5:00 AM,7:00 AM,ELEVATED
CHK03201,USR0304,VEN045,Jade Bar,Bar/Lounge,40.701248,-74.011636,05/13/2024 07:24:25 PM,81,103,Monday,19,0,Cloudy,35-44,Shopping,Low,62,50,Networking Event,New,Recommend Stone Tavern,HIGH,Monitor Closely,Zone B — Harbor District,Large Gathering,Hoboken,Hudson County,New Jersey,Networking Night,Nightlife,Medium,7:00 PM,9:00 PM,HIGH
CHK03202,USR0427,VEN146,Local Coffee,Cafe,40.721247,-73.996729,04/12/2024 01:07:34 PM,54,15,Friday,13,0,Rainy,35-44,Social,Low,40,50,Business Meetup,Returning,Recommend Roast Cafe,ELEVATED,Routine Patrol,Zone C — Midtown,Private Gathering,Jersey City,Hudson County,New Jersey,Coffee & Connect,Dining,Medium,1:00 PM,3:00 PM,ELEVATED
CHK03203,USR0664,VEN195,Central Galleria,Mall,40.700192,-73.991936,06/13/2024 05:06:22 PM,55,94,Thursday,17,0,Rainy,18-24,Coffee,Low,59,50,Weekend Party,Returning,Recommend Harbor Galleria,ELEVATED,Routine Patrol,Zone A — Downtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Holiday Shopping,Retail,Medium,5:00 PM,7:00 PM,ELEVATED
CHK03204,USR0222,VEN019,Prism Lounge,Nightclub,40.71947,-74.005199,02/12/2024 09:45:47 PM,80,118,Monday,21,0,Rainy,45+,Fitness,Low,61,50,Concert,Returning,Recommend Flux Night,HIGH,Monitor Closely,Zone C — Midtown,Major Event,Jersey City,Hudson County,New Jersey,Friday Night Live,Nightlife,Medium,9:00 PM,11:00 PM,HIGH
CHK03205,USR0041,VEN263,River Commons,Park,40.702875,-74.007602,06/02/2024 07:16:08 AM,57,37,Sunday,7,1,Sunny,45+,Food,Low,40,50,Weekend Party,Returning,Recommend Pine Park,ELEVATED,Routine Patrol,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Weekend Festival,Outdoor,Medium,7:00 AM,9:00 AM,ELEVATED
CHK03206,USR0560,VEN078,Spice Brasserie,Restaurant,40.740892,-74.000398,02/16/2024 12:36:07 PM,74,59,Friday,12,0,Rainy,45+,Food,Low,49,50,Business Meetup,Returning,Recommend Harbor Restaurant,HIGH,Monitor Closely,Zone I — University,Private Gathering,North Bergen,Bergen County,New Jersey,Special Dining Event,Dining,Medium,12:00 PM,2:00 PM,HIGH
CHK03207,USR0290,VEN021,Apex Nightclub,Nightclub,40.700366,-74.024642,01/27/2024 09:31:18 PM,90,155,Saturday,21,1,Clear,18-24,Social,Low,89,50,Concert,New,Recommend Zenith Club,CRITICAL,Immediate Response,Zone B — Harbor District,Major Event,Hoboken,Hudson County,New Jersey,Late Night Session,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
CHK03208,USR0419,VEN123,Daily Espresso,Cafe,40.713761,-74.018874,04/24/2024 11:16:22 AM,41,64,Wednesday,11,0,Sunny,45+,Nightlife,Low,40,50,Networking Event,Returning,Recommend Fresh Espresso,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Study Session,Dining,Small,11:00 AM,1:00 PM,NORMAL
CHK03209,USR0396,VEN025,Onyx Nightclub,Nightclub,40.690083,-74.015173,05/05/2024 10:50:28 PM,97,154,Sunday,22,1,Clear,35-44,Shopping,Low,99,59,Weekend Party,Returning,Recommend Rush Lounge,CRITICAL,Immediate Response,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,VIP Night,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK03210,USR0177,VEN065,Copper Bar,Bar/Lounge,40.692372,-74.018802,02/01/2024 08:48:30 PM,77,103,Thursday,20,0,Rainy,25-34,Social,Low,58,50,Networking Event,New,Recommend Amber Pub,HIGH,Monitor Closely,Zone B — Harbor District,Large Gathering,Hoboken,Hudson County,New Jersey,Networking Night,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK03211,USR0900,VEN164,Empire Stage,Entertainment,40.706402,-74.001807,05/25/2024 03:19:33 PM,73,88,Saturday,15,1,Cloudy,18-24,Social,Low,56,50,Live Music,Returning,Recommend Forum Stage,HIGH,Monitor Closely,Zone D — Waterfront,Live Entertainment,Weehawken,Hudson County,New Jersey,Open Mic Night,Entertainment,Medium,3:00 PM,5:00 PM,HIGH
CHK03212,USR0713,VEN120,Daily Cafe,Cafe,40.697859,-73.993158,06/25/2024 08:58:58 AM,61,38,Tuesday,8,0,Sunny,35-44,Food,Low,40,50,Business Meetup,Returning,Recommend Roast Cafe,ELEVATED,Routine Patrol,Zone H — South Side,Private Gathering,Bayonne,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,8:00 AM,10:00 AM,ELEVATED
CHK03213,USR0936,VEN176,Central Food Hall,Food Court,40.710478,-74.019001,05/20/2024 10:10:42 AM,63,27,Monday,10,0,Clear,18-24,Shopping,Low,40,50,Retail Promotion,New,Recommend Commons Food Court,ELEVATED,Routine Patrol,Zone B — Harbor District,Crowd Event,Hoboken,Hudson County,New Jersey,Weekend Market,Dining,Medium,10:00 AM,12:00 PM,ELEVATED
CHK03214,USR0608,VEN176,Central Food Hall,Food Court,40.710478,-74.019001,06/13/2024 08:26:45 AM,63,15,Thursday,8,0,Rainy,18-24,Business,Medium,40,50,Dinner Special,Returning,Recommend Commons Food Hall,ELEVATED,Routine Patrol,Zone B — Harbor District,Dining Service,Hoboken,Hudson County,New Jersey,Food Festival,Dining,Medium,8:00 AM,10:00 AM,ELEVATED
CHK03215,USR0296,VEN239,Studio Studios,Coworking,40.721788,-73.990694,04/28/2024 05:20:35 PM,19,140,Sunday,17,1,Cloudy,18-24,Social,Medium,59,50,Networking Event,New,Recommend Craft Studios,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Tech Talk,Business,Small,5:00 PM,7:00 PM,NORMAL
CHK03216,USR0218,VEN187,Court Food Court,Food Court,40.711948,-74.002861,02/27/2024 12:01:38 PM,60,15,Tuesday,12,0,Clear,35-44,Coffee,Low,40,50,Dinner Special,Returning,Recommend Plaza Market,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service,Jersey City,Hudson County,New Jersey,Weekend Market,Dining,Medium,12:00 PM,2:00 PM,ELEVATED
CHK03217,USR0980,VEN085,Bay Restaurant,Restaurant,40.732098,-74.003713,05/12/2024 05:37:04 PM,85,42,Sunday,17,1,Rainy,25-34,Nightlife,Low,40,50,Lunch Rush,New,Recommend Kitchen Restaurant,CRITICAL,Immediate Response,Zone C — Midtown,High Foot Traffic,Jersey City,Hudson County,New Jersey,Holiday Dinner,Dining,Large,5:00 PM,7:00 PM,CRITICAL
CHK03218,USR0703,VEN067,Harvest Dining,Restaurant,40.724985,-73.983703,05/10/2024 09:10:47 PM,59,79,Friday,21,0,Rainy,18-24,Nightlife,Low,45,50,Happy Hour,Returning,Recommend Metro Brasserie,ELEVATED,Routine Patrol,Zone F — Commercial,Alcohol Service,Secaucus,Bergen County,New Jersey,Dinner Rush,Dining,Medium,9:00 PM,11:00 PM,ELEVATED
CHK03219,USR0967,VEN017,Nova Night,Nightclub,40.7177,-73.996087,04/19/2024 08:28:13 PM,77,128,Friday,20,0,Rainy,35-44,Coffee,Low,79,50,Live Music,Returning,Recommend Rush Night,HIGH,Monitor Closely,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Friday Night Live,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK03220,USR0581,VEN297,Blitz Sports Grill,Sports Bar,40.729402,-73.983654,03/14/2024 10:19:03 PM,86,104,Thursday,22,0,Rainy,45+,Shopping,Low,61,50,Weekend Party,New,Recommend Endzone Sports Lounge,CRITICAL,Immediate Response,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Sports Gathering,Sports,Large,10:00 PM,12:00 AM,CRITICAL
CHK03221,USR0384,VEN082,Bay Dining,Restaurant,40.708344,-73.977041,02/26/2024 06:59:39 PM,76,80,Monday,18,0,Rainy,18-24,Social,Low,57,50,Lunch Rush,Returning,Recommend Bistro Eatery,HIGH,Monitor Closely,Zone J — Industrial,High Foot Traffic,Harrison,Essex County,New Jersey,Special Dining Event,Dining,Medium,6:00 PM,8:00 PM,HIGH
CHK03222,USR0902,VEN201,Gateway Mall,Mall,40.696042,-73.988746,02/15/2024 11:56:55 PM,52,92,Thursday,23,0,Cloudy,35-44,Social,Low,53,50,Retail Promotion,New,Recommend Plaza Galleria,ELEVATED,Routine Patrol,Zone J — Industrial,Crowd Event,Harrison,Essex County,New Jersey,Retail Event,Retail,Medium,11:00 PM,1:00 AM,ELEVATED
CHK03223,USR0326,VEN253,Nexus Labs,Coworking,40.704846,-73.983904,05/21/2024 08:40:55 AM,37,177,Tuesday,8,0,Cloudy,18-24,Nightlife,Low,70,50,Business Meetup,Returning,Recommend Studio Workspace,NORMAL,No Action Required,Zone F — Commercial,Private Gathering,Secaucus,Bergen County,New Jersey,Networking Event,Business,Small,8:00 AM,10:00 AM,NORMAL
